담당자 이름,부서명,제목,등록일,전화번호,조회수,URL
조의성,성별영향평가과,2014년도 성인지예산서,2013-10-01,02)2075-4654,2130,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=693420
전대규,경력단절여성지원과,2013년 경력단절여성등의 실태조사 조사표,2013-10-01,02)2075-4674,2526,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692912
윤지현,경력단절여성지원과,(13.9월 기준)_여성새로일하기센터 현황,2013-09-23,02)2075-4673,1891,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692883
김진양,성별영향평가과,2012년 성별영향분석평가 종합분석 결과보고서,2013-08-30,02)2075-4660,4710,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692800
오문희,여성정책과,2012년 UNDP 성불평등지수 현황,2013-08-30,02)2075-4633,5974,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692568
박연지,경력단절여성지원과,2013년도 여성새로일하기센터 현황,2013-08-05,02)2075-4678,2212,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692258
전대규,경력단절여성지원과,여성새로일하기센터 홍보 만화,2013-08-05,02)2075-4674,2257,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692255
박희옥,여성인력개발과,여성인력 관련 주요통계(2013년 2분기),2013-07-24,02)2075-4669,2918,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692111
오문희,여성정책과,2012년 지역별 성평등 수준분석연구,2013-07-24,02)2075-4633,7870,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692116
오문희,여성정책과,2012년 한국의 성평등보고서,2013-07-24,02)2075-4633,8101,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692115
김진양,성별영향평가과,2012년도 특정 성별영향평가 결과보고서,2013-07-24,02)2075-4660,3784,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692107
김진양,성별영향평가과,국가승인통계의 성인지 통계 생산 현황 분석 및 확대방안연구,2013-07-24,02)2075-4660,2861,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692106
김진양,성별영향평가과,2012년 성인지 결산서 작성 매뉴얼입니다,2013-07-24,02)2075-4660,2169,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692105
전대규,경력단절여성지원과,2013년 새일센터 홍보 리플릿,2013-07-16,02)2075-4674,2532,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692060
신혜경,여성인력개발과,제2차 여성인력개발종합계획 2013년도 시행계획,2013-07-08,02)2075-4665,4340,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692022
신혜경,여성인력개발과,'모두가 행복해지는 유연근무제' 매뉴얼,2013-07-03,02)2075-4665,4476,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692000
이은정,여성인력개발과,2013년 여대생커리어개발지원사업 선정 대학,2013-06-25,02)2075-4667,1870,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=691960
이은정,여성인력개발과,2013년 여대생커리어개발프로그램 전문모델,2013-06-25,02)2075-4667,1607,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=691959
이은정,여성인력개발과,2012년 여대생커리어개발지원사업 우수사례집,2013-06-25,02)2075-4667,1723,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=691958
이연희,여성정책과,2013년 공동협력사업 실무지침,2013-06-03,02)2075-4637,2337,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=692930
조의성,성별영향평가과,2012년도 성인지결산서,2013-05-31,02)2075-4654,1425,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=693418
조의성,성별영향평가과,2014년도 성인지예산서 작성 매뉴얼,2013-05-30,02)2075-4654,2255,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=693421
임기량,경력단절여성지원과,제1차 경력단절여성등의 경제활동촉진 기본계획(2010~2014) 2013년도 시행계획,2013-05-27,02)2075-4676,6962,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=691820
임기량,경력단절여성지원과,제1차 경력단절여성등의 경제활동촉진 기본계획(2010~2014) 2012년도 시행계획,2013-05-27,02)2075-4676,6331,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=691819
전대규,경력단절여성지원과,2013년도 광역새일지원본부 지정 현황,2013-05-06,02)2075-4674,1962,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=691660
윤지현,경력단절여성지원과,2013년도 여성새로일하기센터 지정 현황,2013-05-06,02)2075-4673,2423,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=691659
김수현,경력단절여성지원과,2013년도 여성 취창업 종합안내서,2013-04-24,02)2075-4683,2617,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=691591
조의성,성별영향평가과,2012년 지방 성인지 예산제도 운영 및 정착방안,2013-03-29,02)2075-4654,1291,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=693422
조의성,성별영향평가과,2012년도 성인지결산서 작성 매뉴얼,2013-01-30,02)2075-4654,1221,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=693419
김희경,성별영향평가과,2013년 성별영향분석평가 지침,2013-01-30,02)2075-4718,5463,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=690323
김희경,성별영향평가과,성별영향분석평가 교육홍보 동영상 활용 안내,2013-01-30,02)2075-4718,5818,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=690322
김수현,경력단절여성지원과,2013년도 여성새로일하기센터 사업지침,2013-01-15,02)2075-4683,5411,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=690260
오문희,여성정책과,2011년도 여성정책연차보고서,2012-11-15,02)2075-4633,9011,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=689909
신혜경,여성인력개발과,2012년 여대생커리어개발프로그램 전문모델,2012-10-26,02)2075-4667,2615,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=689821
윤지현,경력단절여성지원과,2012 여성새로일하기센터 지정현황,2012-10-16,02)2075-4673,3301,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=689320
조의성,성별영향평가과,2011년 성별영향분석평가 종합분석 결과보고서,2012-10-11,02)2100-6173,1452,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=695673
조의성,성별영향평가과,2013년도 성인지예산서,2012-10-01,02)2075-4654,1326,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=693417
이연희,여성정책과,2012년 공동협력사업 실무지침,2012-09-03,02)2075-4637,1835,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=690690
노은경,국제협력담당관,유엔여성차별철폐협약심의결과 설명회 자료집,2012-07-25,02250754616,3595,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=688680
노은경,국제협력담당관,제55차 유엔여성지위위원회참가 결과 보고서,2012-07-25,02250754616,3171,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=688679
윤정화,성별영향평가과,2011 성인지 통계 생산 및 활용 안내서,2012-07-13,02)2075-4658,4867,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642927
조의성,성별영향평가과,2012년도 성별영향분석평가지침(변경사항 반영),2012-06-27,02)2075-4654,4954,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642916
김수현,경력단절여성지원과,2012년도 여성 취.창업 종합 안내서,2012-06-19,02)2075-4676,4438,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642723
조의성,성별영향평가과,2011년도 성인지결산서,2012-06-01,02)2075-4654,3694,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642922
박재은,여성정책과,제3차 여성정책기본계획('08~'12) 11년 추진실적 및 12년도 추진계획(중앙행정기관),2012-05-31,02)2075-4637,8356,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642579
박재은,여성정책과,제3차 여성정책기본계획('08~'12) 11년 추진실적 및 12년 추진계획(지방자치단체),2012-05-31,02)2075-4637,11939,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642578
조의성,성별영향평가과,2013년도 성인지예산서 작성 매뉴얼,2012-05-14,02)2075-4654,4938,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642921
윤정화,성별영향평가과,성별영향분석평가제도 리플릿,2012-04-20,02)2075-4658,4738,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642283
전대규,경력단절여성지원과,2011년 여성 취업창업 종합 안내서,2012-03-27,02)2075-4683,4220,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642182
조의성,성별영향평가과,2012년 성별영향분석평가지침,2012-03-21,02)2075-4654,4966,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642157
조의성,성별영향평가과,성별영향분석평가법 시행령,2012-03-21,02)2075-4654,3813,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642156
박재은,여성정책과,"2011년 UNDP 성불평등지수(Gender Inequality, GII) 현황",2012-02-02,02)2075-4638,13744,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=641756
박재은,여성정책과,2010년 성불평등지수(GII) 현황,2012-02-02,02)2075-4638,5121,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=641755
전대규,경력단절여성지원과,2012년 여성새로일하기센터 사업지침,2012-02-02,02)2075-4674,5488,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=641754
김성곤,여성정책과,2011 공동협력사업 실무지침,2012-01-30,02)2075-4633,3892,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=641725
조의성,성별영향평가과,2011년도 성인지결산서 작성 매뉴얼,2012-01-26,02)2075-4654,3020,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642920
조의성,성별영향평가과,2011년  성인지예결산서 종합분석 연구,2012-01-04,02)2075-4654,3194,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642919
전대규,여성인력개발과,기업의 성별격차 보고서(2010년 세계경제포럼),2012-01-03,02)2075-4666,4866,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=641558
김동철,성별영향평가과,"2012년도 성인지예산서(일반, 특별, 기금)",2011-11-11,02)2075-4657,8936,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=640444
김동철,성별영향평가과,2010회계연도 성인지 결산서,2011-11-11,02)2075-4657,4309,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=640443
조의성,성별영향평가과,2010년 성별영향평가 종합분석보고서,2011-10-05,02)2075-4654,4662,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=642918
박재은,여성정책과,2010년도 여성정책연차보고서,2011-10-05,02)2075-4638,10633,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=633944
전대규,여성인력개발과,여대생커리어개발지원사업 우수사례집,2011-09-22,02)2075-4666,4713,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=633832
최보화,성별영향평가과,성별영향분석평가법,2011-09-19,02250754602,5888,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=633816
황별이,경력단절여성지원과,제1차 경력단절여성등의 경제활동촉진 기본계획(2010~2014) 2011년도 시행계획,2011-07-18,02)2075-4675,6964,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=634549
박재은,여성정책과,지방자치단체-제 3차 여성정책기본계획('08~'12) 10년 추진실적 및 11년도 추진계획,2011-07-05,02)2075-4638,6615,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=623442
박재은,여성정책과,중앙행정기관-제 3차 여성정책기본계획('08~'12) 10년 추진실적 및 11년도 추진계획,2011-07-05,02)2075-4638,9158,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=623441
최혜정,경력단절여성지원과,2011 여성새로일하기센터 지정현황,2011-03-28,02)2075-4674,6146,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=616300
이정애,여성정책과,제3차 여성정책기본계획 수정판(2010.12 보완 발행),2011-02-18,02)2075-4635,11370,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=613720
김수현,경력단절여성지원과,2011년도 여성새로일하기센터 사업지침,2011-02-08,02-2075-4679,5965,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=613636
김수현,경력단절여성지원과,2010년도 여성새로일하기센터 일가정양립지원사업 사례집,2011-02-08,02-2075-4679,5956,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=613635
김동철,성별영향평가과,『성인지 예산제도의 안정적 정착과 운영 내실화 방안』(부록_성평등 지표 부문별 정책 의제),2011-02-02,02)2075-4657,7716,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=615224
권혜은,성별영향평가과,2010년 심층 성별영향평가 결과보고서,2011-01-31,02)2075-4653,8178,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=613608
우수정,성별영향평가과,2011년 성별영향평가 지침,2011-01-17,02)2075-4716,7631,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=609447
권혜은,성별영향평가과,성별영향평가를 통한 정책개선 사례,2011-01-12,02)2075-4653,10149,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=609376
김동철,성별영향평가과,성인지예산제도의 안정적 정착과 운영 내실화 방안,2011-01-11,02)2075-4657,7302,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=609365
권혜은,성별영향평가과,성별영향평가 제도의 성과평가 및 발전방안 연구 보고서,2010-12-14,02)2075-4653,5851,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=608190
권혜은,경력단절여성지원과,2009 성별영향평가 종합 분석 결과보고서,2010-12-06,02)2075-4653,398,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=604553
권혜은,성별영향평가과,2009  성별영향평가 종합 분석 결과보고서,2010-12-06,02)2075-4653,5388,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=604552
김동철,성별영향평가과,2011년도 성인지예산서 종합분석연구,2010-12-03,02)2075-4657,6172,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=609234
송재언,여성정책과,2009년 여성정책연차보고서,2010-10-28,02)2075-4638,12001,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=457918
김영숙,여성정책과,2009년 여성권한(GEM) 척도,2010-10-22,02)2075-4637,7793,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=457869
김동철,성별영향평가과,국가재정과 성인지예산_토론회_2011_자료집,2010-10-18,02)2075-4657,4838,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=457786
여성가족부,성별영향평가과,성인_토론회_2011 자료집,2010-10-18,02)2075-4657,345,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=457785
김동철,성별영향평가과,2011년도 성인지예산서(기금운용계획서),2010-10-01,02)2075-4657,3033,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=609441
김동철,성별영향평가과,"2011년도 성인지예산서(일반, 특별)",2010-10-01,02)2075-4657,3770,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=609440
이광원,경력단절여성지원과,제1차 경력단절여성등의 경제활동촉진 기본계획(2010~2014) 2010년도 시행계획,2010-07-20,02)2075-4675,10558,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=446719
이광원,경력단절여성지원과,제1차 경력단절여성등의 경제활동촉진 기본계획(2010~2014),2010-07-20,02)2075-4675,10783,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=446718
최혜정,경력단절여성지원과,2010년 여성새로일하기센터 현황,2010-07-14,02)2075-4676,6359,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=442912
김동철,성별영향평가과,2011년도 성인지예산서 작성 매뉴얼,2010-07-13,02-2075-4657,10209,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=442880
남성연,경력단절여성지원과,여성 취업정보를 한번에! (여성 취업네비게이터 자료집),2010-07-01,02)2075-4677,6545,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=436188
김가람,여성정책과,지방자치단체-제 3차 여성정책기본계획('08~'12) 09년 추진실적 및 10년도 추진계획,2010-06-28,02)2075-4635,264,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=436003
김가람,여성정책과,지방자치단체-제 3차 여성정책기본계획('08~'12) 09년 추진실적 및 10년도 추진계획,2010-06-28,02)2075-4635,10210,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=436001
김가람,여성정책과,중앙행정기관-제 3차 여성정책기본계획('08~'12) 09년 추진실적 및 10년도 추진계획,2010-06-28,02)2075-4635,9497,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=436000
김동철,성별영향평가과,2011년도 성인지예산서 작성 매뉴얼,2010-06-01,02)2075-4657,3095,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=457811
오민영,경력단절여성지원과,'10년도 새일센터를 통한 경력단절여성 취업지원 사업안내,2010-05-07,02)2075-4673,6477,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=431190
오민영,경력단절여성지원과,새일센터 홍보 포스터입니다.,2010-04-27,02)2075-4673,5428,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=431120
김동철,성별영향평가과,2009-32 성인지 예산제도의 실효성 제고 방안 연구,2010-04-06,02)2075-4657,2704,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=457807
오민영,경력단절여성지원과,여성새로일하기센터 로고 (여성가족부),2010-04-02,02)2075-4673,7898,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=429121
남성연,경력단절여성지원과,여성새로일하기센터 홍보 영상자료(20초),2010-03-30,02)2075-4677,3257,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=233079
남성연,경력단절여성지원과,여성새로일하기센터 홍보 영상자료(2분),2010-03-30,02)2075-4677,3115,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=233078
김동철,성별영향평가과,2009-25 성인지 예산제도와 성별영향평가의 효과적 운영방안 연구,2010-03-16,02)2075-4657,2339,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=457810
오민영,경력단절여성지원과,'10년도 여성새로일하기센터 운영지침,2010-03-16,02)2075-4645,3965,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=232178
이윤혜,인력개발기획과,중소기업 CEO 포럼 자료,2010-03-16,0220754623,268,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=232166
